"sourceip","destinationurl","visitdate","adrevenue","useragent","countrycode","languagecode","searchword","duration"
"239.228.137.204","nqdgswcearinobis","2012-04-30",0.6291995,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","BOL","BOL-ES","qmwrepybhennwktq",10
"159.160.35.77","oaajqmeevdhuropiexfcexyfcjhxeateivvfebkbywnjbsdfbimlqgrykeuwyoakbhjdvnsahdwbosaodjt","2012-04-30",0.14698678,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","EGY","EGY-AR","jxvhffapoaqo",4
"247.70.112.38","nqcrdxobwkortbhioahkurrxlmsi","2012-04-30",0.39484072,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","MAR","MAR-AR","dqfixbubuqndu",2
"140.80.5.221","oabxlquukmlgxshgk","2012-04-30",0.3813573,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ISR","ISR-IW","xvbuunrtshrb",2
"157.233.24.37","nqbmrgiadvnfjcdrswnvplwbjhhlmdxnypybwpbwlxmxtadumewlfusywb","2012-04-30",0.519915,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","MNE","MNE-SR","pwmqciitifhpol",10
"253.21.205.33","oafaohtxoibeqpnimfehoqj","2012-04-30",0.039956603,"Vqltqxboq/7.8","JPN","JPN-JA","xgxcdplbwtpmxj",5
"102.199.253.238","nqaiwtdwiyivfosrooioglkhypgkfrrmlcsulvrfovxvmhfbdryqp","2012-04-30",0.14173616,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","ISR","ISR-IW","sglmeg",2
"28.108.60.65","oafndysyxueemgkunckcuxopinxklnmxquspbnijjdmpxcwht","2012-04-30",0.3258364,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","BIH","BIH-SR","efxkljsi",4
"45.251.162.69","nqabkiiolrkqgdnuxuluuitdkpg","2012-04-30",0.20700222,"Ewhyimrx/1.1","PRY","PRY-ES","weghuaeailwqhil",4
"39.138.77.65","oagtqtothvuodfpqfovumyacwqcpfepfxfrhurlwxecfkfnlglhhutqysqbdrmqmeyvejoscwejixlvwolbsktma","2012-04-30",0.752615,"Ewbnqkidmwtdprb/8.3","NIC","NIC-ES","kesqfjcxwlary",3
"197.218.191.150","npywemcgakvfdvkfmwesjmftfgyfyeoj","2012-04-30",0.24906127,"Ptkpycangi/6.","CAN","CAN-FR","lkhv",6
"4.162.151.228","oaiemptthpoowhsfya","2012-04-30",0.44542366,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","MNE","MNE-SR","mxjx",7
"174.213.85.247","npyhbehleovfanmqkwogjquiiepqkdktyckix","2012-04-30",0.2738357,"Vvlscvckqjudptfyhmw/.0","IDN","IDN-IN","lkbacun",4
"155.76.244.245","oaljhpamqrbqpjmiwwtqtpqflrfkrhmaoluwgrukvuthsffujaqrbvppxbvmmgieyq","2012-04-30",0.08198373,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","NZL","NZL-EN","sjkinyefjsn",6
"38.135.83.204","npxvahuoehpfrvvfrbmovkbvwyqlpmkiswhexrltviybpqtvrwskehclvreffxlhwhftuntypxfmcjsc","2012-04-30",0.84659755,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","CHN","CHN-ZH","aujgwsmwgospgs",9
"245.23.45.150","oanenmijejdoewhdvxosiibfdwjbyyasikdoerwmdqbatwrsoi","2012-04-30",0.74566126,"Jkvjhf/.8","BHR","BHR-AR","mrhyswgs",7
"136.85.236.30","npxqbkvsslktbaogybvthjfjqbraucwlngxvywtjuoyahm","2012-04-30",0.6845154,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","IRL","IRL-GA","mrhyswgs",9
"12.17.76.163","oanhankpcagfmmtsnprnapryusiowoonxiqaqkbhrqtbpwcs","2012-04-30",0.4440624,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","ROU","ROU-RO","whtjv",3
"126.146.57.228","npwxokdouebklpkdoxvcsnoohpgtbci","2012-04-30",0.69507974,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","TUN","TUN-AR","mjbmwjep",7
"213.85.5.72","oaogfawuccoxvrrrwdowjghltoasccusrvvktfnamvscsxfkunqprkiajtfcdnw","2012-04-30",0.7401016,"Opera/8.0 (Macintosh; PPC Mac OS X; U; en)","SWE","SWE-SV","criyagveqpnnicoxf",7
"45.169.192.137","npwhlsdymheuefsitlqhsvqhbtubsgpckuhxyvdkckupwfacvogenpxdmntibqenojdpw","2012-04-30",0.43552846,"Opera 9.2 (Windows Vista): Opera/9.20 (Windows NT 6.0; U; en)","SDN","SDN-AR","otkxtu",5
"30.46.59.51","oaokdmjpqqecpfmvggksvyleu","2012-04-30",0.01137515,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","CHE","CHE-FR","pxcledkys",2
"172.20.56.206","npsxfucotxjnipsdaqxxklqivi","2012-04-30",0.623875,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","ESP","ESP-CA","mjl",7
"83.154.59.175","oaonpxogewntcakrgcbxasmyvcjxptveukuefgccsfrhpiuyyldiofpdiwdutioeijscgsfa","2012-04-30",0.59613335,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","URY","URY-ES","divfibbj",5
"153.183.53.155","nprjykkuhqqlkawvwdhrdkfomttnxrhtxqmdywmibeonvecdeqqdfomvwid","2012-04-30",0.089591995,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070309 Firefox/2.0.0.3","USA","USA-ES","fivhunjqcohfrvatu",6
"90.113.10.123","oapgaailyommybfivccfwgqycxmpkukhhvxarvxqnefcqpdgrwxmaisijxfnemmceqavalewdnoakpjju","2012-04-30",0.12341591,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","BHR","BHR-AR","psgimneirafqpg",9
"119.61.119.163","nprevaddvieutvefmuuonoubnufawydbwceooixyebjjfmyhoaqecmxoaqjow","2012-04-30",0.38174292,"Ujvlmhhlhulc/8.4","ROU","ROU-RO","qjgjxckinulhwltr",5
"183.159.160.31","oaraqiyaiylkuitdtffiitflauwokaaaajcxskdokrmuxlogfdnpvgsqbycabdyaqubtfke","2012-04-30",0.86043006,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","CHL","CHL-ES","rgbego",2
"38.251.41.130","npnqmnxonywtxydqyuqmmtsnguwhou","2012-04-30",0.2811844,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","CHL","CHL-ES","jlbx",3
"228.148.21.88","oarffnshjhsei","2012-04-30",0.3210423,"Opera/8.0 (Macintosh; PPC Mac OS X; U; en)","IND","IND-HI","ejdsler",10
"58.154.126.75","npmevcnllsq","2012-04-30",0.10705987,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","SLV","SLV-ES","kqqw",7
"197.162.28.92","oarmspsocwqlxiuhkrkxrfxccpovudrogobsw","2012-04-30",0.31163132,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","VNM","VNM-VI","isbcqqykmwwha",6
"13.221.111.51","nplwdqdfouadbdoklqpkhnd","2012-04-30",0.80554116,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","SGP","SGP-EN","fbxdlltkg",7
"242.241.195.66","oauvmboxklqepeihggurrnvditrmismjnaewdslipnrwod","2012-04-30",0.9324752,"Djehkotwljeorfieu/5.8","BIH","BIH-SR","nwhgngmhiurb",3
"241.90.196.96","nplhvectfcpnqijmkddwmpdfhurdnarcuepprjdive","2012-04-30",0.3172369,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ISL","ISL-IS","isbcqqykmwwha",4
"39.235.95.191","oawabmccjpeddisrgbiswuxrqreluukjwlimdbrivrxpdnekefjpfniq","2012-04-30",0.9304258,"ifxtcxfi/5.7","ECU","ECU-ES","mullshyiwbeebpbe",7
"146.118.47.181","npkbfwuhejxstlkmihlyvndsqyjpqbvoogoqdhufjiwrtpfcawjvgexgrxyivggugaftjjrci","2012-04-30",0.87183833,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ARE","ARE-AR","navp",9
"134.254.149.3","oayfqdvbbjhxubxcltpleuntgysgcvkiphnoaqwkhwkajnypjghmlonjrntlhioamnepjrgvkbjnjxhpvxm","2012-04-30",0.7307255,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","KOR","KOR-KO","gpfynjhhuviqdmbi",9
"7.36.155.73","npjekgsyuvfmpknfmqluigklqlnqvrtbormsioaigbijaynlmsmwtgnxtobpbspuvvtvbnwpphdxhq","2012-04-30",0.2936101,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","MEX","MEX-ES","rmjy",9
"50.216.61.88","oayxfwkchohcifafckoqkkwjgdkebfapiqhhscmxdsgjbuhyifkeackhiolunmfeonrsxqcshobgpchbhthvobg","2012-04-30",0.98154956,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","DZA","DZA-AR","mvansjljwcrrpytr",6
"93.84.9.146","npfjcycrrglbfavvpkysympajgnlhaajwingyhtdlmvih","2012-04-30",0.36553672,"Netscape 7.1 (Win 98): Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.4) Gecko Netscape/7.1 (ax)","SVN","SVN-SL","pfje",2
"248.219.16.71","obagnxpkpilgsherjytfhgflkmhpmeqhbmoisbyxsbar","2012-04-30",0.049239013,"Bbvynyjjlv/.","CUB","CUB-ES","ojvospdyrurvane",2
"239.6.197.145","npfhfwwrumrlxqjwyrekeuytvxprroxbypttpofamqqxdidlmiavig","2012-04-30",0.494229,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","AUS","AUS-EN","dvxirmufelmwo",3
"222.88.30.224","obbfxyfsgncgxuxyruyjtgngaovwletcwgovrwm","2012-04-30",0.119941175,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","MYS","MYS-MS","twqnswvfvc",2
"122.29.57.24","npernevdmtiqusfxmlhvjteshqegbmemvxfeg","2012-04-30",0.513026,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","HRV","HRV-HR","xwuigf",8
"195.166.241.197","obcnibdrpidrhvaofrjjucdbwyxsekkewgqcngsdeyfrldrtqhqvssua","2012-04-30",0.526573,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","TWN","TWN-ZH","xwuigf",9
"64.29.181.187","npemibivoulhbeqcfraygfrgpvoytoeejmcnlhistrxbbvigfjpqiuuftvjengytmnrvtmquhplotpyxsmsjc","2012-04-30",0.2369972,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","IRL","IRL-GA","iccjebrcinbeoy",3
"106.88.36.131","obdagewfkuyrcvombprusehavlttfbrlpotcriritsrkoosbqlsyejsuqqterboihvsak","2012-04-30",0.27772066,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","CAN","CAN-EN","xnwgrfydyhgk",9
"43.178.69.245","npejswjstlnkjvulxwjluhnubipxgtuigsaaukxhkvqkkrcycfdlhlvffxlpuclnu","2012-04-30",0.40731874,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","NZL","NZL-EN","jamyfanaoacldwi",1
"128.234.114.226","obfsjqpykcxvyfvikxrkxjwirvgunojmthkusw","2012-04-30",0.030572591,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","DOM","DOM-ES","xsvxtofe",7
"248.101.113.2","npdslujwxnqkydpnmbolwimpbawwxkhhrvlbraaixeoofukrrhtbjgykinbqgkktroljyy","2012-04-30",0.7502878,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","BEL","BEL-NL","crhpjb",4
"223.95.59.245","obgdjbxbinteahjnfptwokmrvebpkegwbkmtgmmsdlivruscjahhggqkdiiveximyoisuygqmpei","2012-04-30",0.5041099,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ESP","ESP-ES","elkmtp",10
"74.67.93.7","npbamtxyvaffvilnvfsokfflsxr","2012-04-30",0.91710246,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MAR","MAR-AR","qxxinxjpp",10
"249.157.60.66","obhdtancnahjndbpmmbqeiuvaobexatfwpfinwosmjwwjfldckdytruaropcwacbfse","2012-04-30",0.7969016,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","LUX","LUX-FR","twlss",3
"7.14.43.32","npaqemyqpbpqgknmcfiyfgqfrnljctfjeaktp","2012-04-30",0.39977157,"Icxvrd/7.0","ROU","ROU-RO","xpen",1
"60.230.45.55","obijsbyucmbrympuevbskuokemmuwlfdewppgbghnfjcge","2012-04-30",0.44743234,"Hphpchruqpbmpnhspb/.7","PHL","PHL-EN","efxkljsi",2
"93.5.120.215","noymyoehmffbkakgjlqfgwforlvavfgshxscmlstfbuynledcipiswhxwdtwajsskyxtnuhhsncfcumrcfftafub","2012-04-30",0.058838326,"Qxococrmcqfouyocqjjdicgp/.0","LVA","LVA-LV","oeqedfgo",2
"50.222.137.173","obkkehljgvtnnfvpkvuqiksfpnhnlqlw","2012-04-30",0.033091526,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","MAR","MAR-AR","dduiaxyxl",2
"9.52.155.228","noyclhuujmmdrefirdlwoheqnjltwgaadhrmssfhbikncrpsccbrpndextflbikwuteitdm","2012-04-30",0.6453345,"Lsrelewwdshhaikadrx/6.6","LVA","LVA-LV","hkqv",10
"2.20.58.213","oblsseqhgxyubbapawnvkdyrudgjauwwmquufulbqxesuwikfflrykioge","2012-04-30",0.29824477,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ECU","ECU-ES","jbsgy",9
"131.50.105.215","nowfkaxjscksqmymplawubcubktodolvhqsuqnfiqkcnrcqngalukcq","2012-04-30",0.4268645,"iPhone 3.0: Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML like Gecko) Version/4.0 Mobile/7A341 Safari/528.16","ARE","ARE-AR","sdlvnpdhbnbkuwvx",8
"153.201.95.213","obmdtlyooljbmgyuatepjhhxndjhudjiwpohwitsynlfdkhroovprhsiccgq","2012-04-30",0.5628547,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","ESP","ESP-CA","jyvqmgeaiip",7
"37.40.135.47","novnyakwpkbdjhfkhjuflilkjykgsmpvarwusqipmf","2012-04-30",0.2007112,"Iofxdrms/8.","IND","IND-EN","rvyarrliblskpypa",6
"47.89.63.64","obodtkcboimx","2012-04-30",0.7428306,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ROU","ROU-RO","vweort",9
"250.181.19.68","nouuadlawqqqfoighhebxnnbdvmintytchsvi","2012-04-30",0.14347905,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","FRA","FRA-FR","tounjhjlreesglx",8
"52.59.223.12","obodtkcboimx","2012-04-30",0.41316757,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ROU","ROU-RO","vweort",2
"111.36.215.60","nousxxpsoqiwyquhyqcphhqdposloywekcngbwkqa","2012-04-30",0.3708282,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ISL","ISL-IS","rhqkxsaifmk",9
"102.79.36.170","obosqugaftjcbnwffksqoagrdvvujmsrsvwarkruyrqumpticcyh","2012-04-30",0.72949314,"kbgtvlh/.6","THA","THA-TH","masqbd",7
"51.40.27.63","nouglpawor","2012-04-30",0.14836915,"Gucrwbbb/5.6","MEX","MEX-ES","eaaffggef",1
"123.19.3.218","obpjfaqwgahnxvcgqjsxktdaeewpqgygmc","2012-04-30",0.35107055,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","PRI","PRI-ES","owd",4
"162.189.29.87","notdalbfoiqrkofqdqmenyenggabtosjhjrda","2012-04-30",0.8463885,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","BOL","BOL-ES","rqbfmhmoeovlgfw",10
"85.186.45.12","obrbcvydoyioxidhfsiyhbmjvnkhvfjfgmyaichtdgpnkwavtaqgtxhcskiytxvnsxwqh","2012-04-30",0.5008704,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MLT","MLT-MT","amysbm",2
"172.9.81.150","norotrfkgrvbdqlscyyrlrnjkokatbb","2012-04-30",0.6886917,"Qtklngfaxsjlygmdxw/0.1","DZA","DZA-AR","biguf",9
"138.134.40.253","obrbumwkydlwojokmpteyauilduxlkvhukusxkeoagtjlibtmxso","2012-04-30",0.5487711,"Mgdnfxphn/5.3","GRC","GRC-DE","nwr",6
"224.198.31.194","nopcducvstnhermlfbkcypnjnfatvfbtwberoyrtpqmkgiyq","2012-04-30",0.16009903,"Opera/8.0 (Macintosh; PPC Mac OS X; U; en)","SVN","SVN-SL","qrhjj",5
"153.118.172.135","obrmohufwpmkqkvsqkjyedoackaltaitoybcibwqjvfumqmwjdernklnbh","2012-04-30",0.97269404,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","LUX","LUX-DE","wcsamcbhbdkow",3
"233.60.120.185","nopbrbrfenemcqtdhcmgrbyjgkcwefcdnndnenlvicivongxupifxvktekhxhagfogxqg","2012-04-30",0.65791047,"Yeowaju/5.0","BOL","BOL-ES","cgcymcjfx",2
"30.194.221.53","obsghwiatqargfrrshlehvvrjomwxdiitawpiywnsnkqypucklpahiyauejcjfxnvufesaxioednnrsyjfqsiq","2012-04-30",0.68571115,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","IRL","IRL-GA","owd",6
"173.117.21.158","noomwwcwsqfblyddxnistvpxictopfxpvuabnnvgvbablrgaqcbjltaaekbgoscnxyuajt","2012-04-30",0.9185142,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","CHL","CHL-ES","brtvjywld",4
"110.144.72.63","obshopvsdljvnkukmdywhdjmwlpgkuslfuyyrcoghrkuoxxmglnpatqfrslvl","2012-04-30",0.39944977,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","BEL","BEL-FR","gpfynjhhuviqdmbi",6
"194.242.71.25","nonjkquqldbdaxopcdjuuwqrjgkktacgowsanhjfdiglqpqnqxjgjum","2012-04-30",0.63529396,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","FRA","FRA-FR","dlymxtwps",3
"139.99.47.90","obvfrrsanjrhknljkuyjp","2012-04-30",0.8579772,"Opera 8.0 (Win 2000): Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; en) Opera 8.0","SRB","SRB-SR","ngbg",6
"119.247.122.207","nomppkddntqotbskpjtdyhkdwiqgjmvggsdgqftdiyeyurgfjdkwegvwodekarfpwxeyi","2012-04-30",0.0897947,"Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","CUB","CUB-ES","lkinqv",6
"84.209.143.45","obvsxhveuurkhqotewkktwpxauwsbgyytldjimngilwtqtfjwhjitwwt","2012-04-30",0.85869235,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","SGP","SGP-ZH","ojvospdyrurvane",3
"190.25.69.129","nokexyimrrlnlcgbugvnetswoyiqysarwxsuesmesdrgtfpoiqetcrxxhunmfwgkaswlejtq","2012-04-30",0.08934993,"Rvqpapkppbi/5.1","CAN","CAN-FR","isjnejcbt",2
"235.241.85.115","obwtumavqsloefqxrvimeodmqiofkvfjplyxyyjopijxpxptufetc","2012-04-30",0.9038719,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CYP","CYP-EL","ewieqih",2
"23.18.232.92","nojwfcvirqtkmsphxymnsydgqxctfgnxp","2012-04-30",0.7849241,"Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)","CUB","CUB-ES","jpsald",4
"243.253.85.168","obxfdlwbuptprhekohncvxgkqxpaohqgydmmaruqldtltefqdogfhautlualosqttawyhwepbvuv","2012-04-30",0.44268343,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ALB","ALB-SQ","wygmicflt",2
"43.113.131.240","nojqyaxtketkhtkhvjstghovqkuvrhupjahdjmujnovdwfsiwifjcybirmv","2012-04-30",0.8556784,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","THA","THA-TH","aftpuqjtsbbka",1
"193.188.199.16","ocbfiacokxjjnjbwasfxvoetrxundqdv","2012-04-30",0.24413683,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","SWE","SWE-SV","wjupktuteappspwb",2
"156.21.232.177","noixhtvopqvahkmhmhuaxawerikldiuoeccryysfeqbccrsmks","2012-04-30",0.34730253,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","MLT","MLT-EN","owpm",10
"137.157.247.72","occgwpucdbsnlodij","2012-04-30",0.46728978,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","SDN","SDN-AR","wtkbpnv",4
"142.136.21.107","noipurqckgnnvjodemtdpskvvqekudhbcxbdqilcwldvpjugbdbonxkambyotbexkiebv","2012-04-30",0.30253178,"Netscape 7.1 (Win 98): Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.4) Gecko Netscape/7.1 (ax)","RUS","RUS-RU","fhftjjixlchr",4
"172.213.192.49","ocdxmleiie","2012-04-30",0.45213804,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","ARG","ARG-ES","ngbg",2
"209.232.243.161","noikmgvuyjqmkruwaebmigrffvtanfaqbbxxiqevnexpxldxgdchcvlesfnthohhkg","2012-04-30",0.45611843,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ROU","ROU-RO","ncovkppmmngd",1
"118.0.182.147","ocepnuvkgtiiqgwmwitjyawinumnhipcifxwtqtx","2012-04-30",0.36930567,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","YEM","YEM-AR","uygjsymbv",3
"41.9.228.37","nochthnjbvbpqkdvcaavfrplpypvuyaknpomnoaiqkefehcussvlmcqyvnofofaywjksnqpmrlsijs","2012-04-30",0.33790267,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","IDN","IDN-IN","ihlouqagf",3
"114.75.90.50","ocfblgmkhumlfgxsqixrcxqsodcupmrpibudwvydupvabfoolxniaghb","2012-04-30",0.001453142,"Rybfynxwogbasxdxgb/.3","AUT","AUT-DE","fqvksqerumdgqy",6
"186.202.16.56","nocasaoyqdnihtnfshtekocskficxpnukbxtnqbpproetdhioronsypyalskvidindqkcahxglqfoo","2012-04-30",0.6174009,"Pydbcndxwxvmbfxrr/8.7","PHL","PHL-EN","proen",5
"39.101.123.203","ocfsxbhkebbkunxkelgoyyylvsfvfyqmtjnyoeerafndxqvku","2012-04-30",0.51936036,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","SAU","SAU-AR","uhicuomys",4
"217.114.26.173","nobhyrmbgpvlawvbuvxpoxfsjpeqrwhyxbiuivyptmhfosjhvc","2012-04-30",0.75939155,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","COL","COL-ES","cyairv",2
"167.18.146.185","ociatkwcmvqxktxqfcqyqllcuicgtduwtsej","2012-04-30",0.41833192,"Hxaqhgyvlqucurwp/.0","CAN","CAN-EN","mxaurrehmsfrwrd",1
"55.129.178.184","noapmintajbxbcqlvnijvaffwypotmqsvaeskajpatypnmujhvemywhigqnwaqeunroqoeqifhbutfj","2012-04-30",0.043798648,"Eythmwkjwjkauihmgsy/7.4","SLV","SLV-ES","leqojhtcfppii",3
"216.188.210.183","ocjlglulqntdnhoeppseeqwuqfypktxsykh","2012-04-30",0.6018249,"Lhfsenadvphskmjsbtfcju/4.4","FIN","FIN-FI","egjufougej",6
"1.160.199.147","noahhuyngo","2012-04-30",0.7388798,"Opera 7.5 (Win XP): Opera/7.50 (Windows XP; U)","POL","POL-PL","wrrdvfvmmptyepew",3
"193.66.253.147","ocmbsbrowqucdlxhnptccvhouklwpyfmhotalmrpevadehpqsqjcf","2012-04-30",0.8999684,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","JPN","JPN-JA","vshx",5
"231.181.159.243","noafbkxmciwvbbisvqlvqkmhmofvvsfsyxicwcbcppdumallcckhrwnqrcmgvocy","2012-04-30",0.62048805,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","PHL","PHL-EN","bikt",9
"222.122.222.233","ocmyhwfypkokcthuhbruuuxlwepnknguytbaxyrxryilsqivtoycbhsatxjvorcwrovocaclxd","2012-04-30",0.21340898,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","AUT","AUT-DE","biygsihbhvpffhy",9
"223.10.59.160","nnywacsverdupetlvgmlymxuyejytxsfxgeqvtfxvmn","2012-04-30",0.6622901,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","NZL","NZL-EN","tbt",6
"87.147.148.25","ocmysxeubysueaoujppwlukfhldqhjsdjqyrltvpnugohioyfofpepcwjfctgfbjiuujmrthqiq","2012-04-30",0.87728864,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","IND","IND-HI","ihreoyl",5
"175.59.166.199","nnyepybgckakbvdwbtcrbfxdbrcsopfcttdwdervrqigw","2012-04-30",0.7168783,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","THA","THA-TH","vilseujjgt",1
"94.53.189.96","ocnttnpmoikylgreeuofoyycxtsqtbcqby","2012-04-30",0.51583326,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","PRT","PRT-PT","dsobbxormsffxhrb",5
"110.26.52.75","nnybleqjrkdslvnclscjpqmnelayxabysnqjfuxtyemcqapagcuolwklgdhcpxvjykmghgmqndku","2012-04-30",0.7947113,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CHN","CHN-ZH","ditakdnfv",10
"98.63.131.131","ocnuyjjcfvbeanwmeqodftobgidfnjdidmccjfmcc","2012-04-30",0.1077614,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CAN","CAN-EN","mpqyvynqbflmgsht",2
